m_id,prime,C1,C2,C3,C4,C5,C6,Valence,Arousal,like,u_id
96,none,-2,1,-2,-2,1,1,0,-1,0,16
69,none,-1,-2,-2,-1,0,-2,0,1,0,16
9,lyrics,1,1,1,0,-1,1,1,0,2,16
78,none,-1,-1,0,1,-2,-2,-1,0,-1,15
51,none,-2,-2,-2,-2,0,-2,0,-1,-1,16
33,va,1,1,-2,1,-1,1,1,1,1,15
29,none,0,-1,-1,1,0,-1,0,1,0,16
63,va,1,-2,1,1,-2,-2,0,0,0,16
9,popular,0,2,-2,0,-1,1,2,0,2,15
77,popular,0,2,-2,-1,1,2,2,0,2,16
82,va,-1,-2,1,-1,2,-2,-1,1,-1,15
26,none,1,1,-2,-1,-2,-1,1,1,1,16
69,va,-1,0,-1,0,1,1,1,1,1,15
38,va,-2,-2,1,-2,-2,-2,-1,0,-1,16
80,none,0,0,0,1,-1,-1,0,0,-1,15
99,none,1,1,-2,-1,-2,1,1,1,1,15
7,none,1,-1,1,-1,1,1,-2,1,-1,15
22,va,0,-1,1,-2,0,-1,-2,-2,-1,15
24,popular,-1,-2,1,-2,2,-2,1,-2,-1,15
36,va,0,-1,2,-2,-2,0,-2,-2,-1,15
79,lyrics,1,0,0,0,-2,-1,0,1,1,2
37,popular,0,1,-2,0,-2,0,1,1,1,2
29,lyrics,-1,-1,1,1,-1,0,-1,-2,-1,15
61,none,-2,-2,0,-2,-2,-1,-1,-1,1,2
62,popular,0,1,-2,2,-2,-1,1,1,1,15
97,none,1,1,-1,1,0,0,1,1,1,2
52,lyrics,0,1,-2,1,-1,1,1,1,1,15
31,none,-1,1,1,-2,-1,1,2,1,1,15
74,none,-2,-2,2,-1,2,-2,0,1,-2,15
48,none,1,0,-2,0,1,-1,1,1,1,2
27,popular,1,1,1,-1,2,1,1,-1,1,15
78,va,1,0,-2,0,-1,-2,0,1,0,2
81,va,1,-1,-1,1,0,-2,-2,0,-2,15
10,none,0,1,-2,0,1,-1,1,1,1,2
68,lyrics,1,1,-2,0,0,0,0,1,-1,15
30,lyrics,1,0,-2,1,1,-2,1,1,1,15
49,none,1,2,-2,1,-2,-1,2,2,2,15
8,va,-2,-2,1,-1,-2,0,-1,1,-1,15
73,lyrics,1,1,-2,1,1,2,2,1,2,15
35,none,2,2,-2,2,0,-2,0,1,1,15
61,va,-2,0,1,-2,-1,-1,-1,-1,0,15
65,va,-2,1,1,-2,-2,1,1,-2,1,15
10,lyrics,0,0,-2,1,2,1,1,1,1,15
92,none,-1,1,-1,1,1,1,-1,0,1,15
26,lyrics,1,1,-2,1,1,1,1,2,2,15
59,lyrics,-2,1,1,-2,0,2,2,-1,2,15
11,popular,0,1,0,-2,-1,1,1,-1,1,15
34,lyrics,1,1,-2,1,2,1,1,0,1,15
85,popular,-1,1,-2,1,-2,-2,0,1,0,16
57,none,-1,-2,-2,0,-2,-2,0,0,1,16
86,none,0,0,1,-1,1,1,1,0,1,15
76,none,-2,-1,-2,1,-2,-2,0,1,0,16
53,lyrics,1,1,-2,1,1,1,1,1,1,15
46,none,-1,0,-1,-2,0,1,0,-1,0,16
42,popular,0,-2,1,0,0,1,-1,0,2,16
37,none,-2,-2,-2,-1,2,1,1,0,-1,15
83,lyrics,-1,1,-2,-2,-1,1,0,0,1,16
77,lyrics,1,1,-2,-1,0,2,1,0,2,2
11,lyrics,-2,-2,1,-2,-2,-2,-1,-1,0,16
98,popular,0,-1,-1,1,-1,0,1,1,1,15
45,va,-1,-2,0,1,-2,-2,-1,0,0,16
32,popular,1,-1,1,1,1,0,1,1,1,15
84,none,0,1,1,1,-1,0,0,0,1,16
65,popular,-1,-2,1,-2,-2,-1,0,0,0,16
41,va,2,2,1,2,1,-1,2,2,1,15
25,va,0,-2,-2,-2,1,-1,0,0,0,16
41,none,0,-2,-2,1,-1,-1,0,1,0,16
94,none,0,-1,-1,-1,1,1,1,1,1,15
28,lyrics,1,-1,2,1,0,1,-1,0,2,16
6,lyrics,0,-2,-2,0,-2,-2,1,1,-1,2
49,va,1,1,-2,1,0,1,0,0,1,16
28,none,2,2,-1,1,1,1,0,1,1,15
64,popular,-1,-2,-2,-2,-2,-2,0,0,-1,16
59,none,-1,-1,0,-2,-2,-1,0,0,0,2
95,none,1,-2,-2,0,-1,-2,0,0,0,16
66,lyrics,2,2,-2,1,1,1,2,1,2,15
61,popular,1,-2,2,0,-1,1,-2,0,2,16
4,none,0,-1,1,1,-2,1,0,1,1,16
64,lyrics,1,-1,-2,1,-2,-2,1,2,-1,2
35,popular,-1,-2,-2,1,-2,-2,0,1,0,16
38,none,-2,1,2,-1,1,1,2,-2,2,15
94,popular,-2,-2,1,-2,-2,-2,0,0,1,16
97,va,0,1,-2,1,1,1,0,0,1,16
4,va,1,0,-1,-2,-2,-1,0,0,1,2
57,va,1,1,-2,1,2,1,1,2,1,15
80,popular,-2,-2,1,1,-2,-2,0,0,0,16
47,va,-1,1,-2,-2,-2,1,0,0,0,16
66,none,1,-1,-2,1,-2,-2,0,0,0,2
97,popular,1,1,-2,1,1,1,1,0,1,15
18,popular,1,1,1,1,1,1,0,1,2,16
48,va,-1,-2,-2,1,-2,-2,0,1,0,16
17,popular,2,1,-2,2,1,0,1,2,1,15
91,lyrics,0,-1,1,1,-2,-2,-1,1,1,16
58,lyrics,0,1,-2,1,0,-2,1,1,1,15
42,none,1,0,-2,-1,0,-1,1,1,0,2
20,va,0,-1,1,-2,-2,1,0,-1,0,16
7,va,0,-2,1,2,-2,-2,0,1,1,16
37,va,0,1,-2,0,1,1,1,0,1,16
45,lyrics,1,-1,0,1,1,0,1,1,1,15
73,none,-2,-2,0,1,-2,-2,0,0,0,16
48,popular,1,-1,1,1,-2,-1,-1,1,0,15
51,popular,-2,-1,1,-2,0,-2,-1,-2,-1,15
42,lyrics,1,1,-2,1,1,-2,1,1,0,15
93,none,1,0,-1,-1,0,1,1,1,1,15
100,lyrics,1,1,-2,1,1,1,1,1,1,15
68,va,1,1,-1,0,1,1,1,1,2,2
18,va,1,1,-2,1,-1,-2,1,1,1,15
99,va,1,-2,-2,1,-2,-2,1,1,1,2
51,va,-1,1,-2,-2,-1,-1,1,-1,1,2
22,popular,1,-2,-1,-1,-2,-2,-1,1,0,2
39,popular,0,2,-2,-1,-1,1,1,0,2,16
89,va,0,1,0,-1,-1,1,1,0,1,16
71,popular,2,2,1,1,1,-1,1,1,1,15
32,lyrics,-1,-2,-2,-2,-1,-2,0,0,0,16
60,none,1,1,-2,1,0,-1,1,2,2,15
74,popular,0,0,-1,-2,0,-1,0,0,0,16
93,va,-2,0,-1,0,-2,0,0,0,0,16
40,none,-1,-2,-2,1,-2,-2,-1,1,-1,15
81,none,1,0,-2,1,-2,-2,1,1,1,2
22,none,-2,-2,-2,1,-2,-2,0,1,0,16
76,lyrics,1,1,-2,1,0,0,1,2,-1,15
62,va,0,-1,-1,1,-2,-2,0,1,0,16
88,va,-2,-2,1,-2,-2,-2,0,0,-1,16
25,lyrics,-2,-2,0,-1,2,1,1,-1,-1,15
72,va,-1,-2,-1,1,-2,-2,0,0,0,16
63,popular,0,-2,-1,0,-2,-2,0,1,1,2
70,va,-2,-2,1,-2,-2,-2,0,-1,0,16
14,popular,0,0,1,1,-1,-2,-1,0,-1,15
30,none,-1,-2,-2,-1,-2,-2,0,1,-1,2
30,popular,0,1,1,1,-1,-1,0,1,2,16
7,popular,1,-2,-1,2,-2,-2,0,1,0,2
89,lyrics,1,2,-2,1,0,1,1,-1,2,15
27,none,-2,-2,-2,-2,-1,-2,0,0,-1,16
65,lyrics,-1,-1,0,-2,-2,0,0,-1,2,2
21,popular,-2,-2,1,-2,-1,0,0,0,0,16
79,popular,1,1,-1,1,2,1,2,1,0,15
60,popular,-2,1,-2,0,-2,-2,0,0,1,16
86,popular,-1,-2,-2,-2,-1,-2,0,0,-1,16
46,va,-1,-1,-1,-2,-1,0,0,0,-1,15
53,va,-1,-2,-2,0,0,-2,0,0,0,16
6,va,1,-1,-2,1,1,-2,-1,1,-2,15
54,lyrics,-1,-1,1,1,-2,-2,0,0,1,16
3,popular,0,1,-2,-2,0,1,0,0,1,16
8,popular,0,0,-2,-2,-2,-2,0,0,-1,16
55,none,0,0,1,1,-1,0,0,0,1,16
44,none,1,-1,1,1,-1,-1,0,1,-1,15
56,none,-1,-1,-1,-1,-1,-1,0,0,0,16
23,none,0,0,-1,1,-1,-1,0,0,0,16
2,none,-1,1,1,0,-1,1,0,0,1,16
16,none,-1,1,1,0,-1,0,0,1,0,15
75,none,-1,-2,-2,-2,-2,-2,0,0,-1,16
16,popular,-1,-1,-1,-2,-2,-2,0,0,0,16
15,popular,-1,-2,1,-2,-1,1,0,-1,0,15
43,popular,-1,1,-2,0,1,2,2,1,1,15
87,popular,1,2,-2,1,1,1,2,1,1,15
62,none,1,-1,-2,1,-2,-2,0,1,-1,2
83,popular,1,2,-2,0,1,1,2,1,2,15
64,va,-1,-1,0,1,1,-2,-1,-1,-2,15
47,popular,1,2,-1,1,1,1,2,0,2,15
82,lyrics,-1,-2,-2,1,-2,-2,0,0,0,16
71,lyrics,1,-2,1,0,-2,-2,-1,-1,1,16
57,popular,1,-2,-2,1,-2,-2,0,0,-2,2
75,lyrics,-1,-2,1,-1,1,-2,-1,0,-1,15
12,lyrics,0,-2,1,1,-2,-2,0,0,0,16
91,popular,0,-1,0,-1,-2,-2,0,1,0,2
43,lyrics,1,-2,2,0,-1,1,0,0,1,16
24,lyrics,-2,-2,-2,-2,-2,-2,0,0,-1,16
67,none,-1,-2,-2,-2,-2,-2,0,0,-1,16
92,lyrics,1,1,-1,1,1,1,0,1,2,16
27,lyrics,-1,0,-2,-2,1,1,1,0,2,2
34,popular,0,0,-2,-1,-2,-2,0,1,0,2
23,lyrics,2,2,-2,1,1,1,2,2,2,15
89,none,0,0,-2,0,-2,1,1,0,2,2
19,lyrics,-1,-2,-1,-2,-2,-2,-1,-1,0,2
86,lyrics,0,-2,0,-2,-1,-2,0,0,-1,2
5,va,2,2,-2,0,2,2,2,-1,2,15
77,none,2,2,-2,2,1,2,2,2,2,15
70,popular,-2,-1,1,-1,-1,1,0,-1,1,15
3,none,-1,1,-1,-2,-1,-1,0,0,0,15
67,popular,-1,-2,1,0,-1,-2,-2,1,-1,15
72,popular,1,1,-1,1,1,1,1,1,1,15
19,none,-2,-1,1,-2,-1,-2,-2,-1,-2,15
56,lyrics,1,-1,-2,1,-1,-1,-1,0,0,15
39,va,1,2,-2,1,0,1,2,1,2,15
84,popular,1,1,-1,1,0,1,1,1,1,15
14,va,0,-2,-2,1,-2,-1,0,0,0,2
80,lyrics,-1,0,-2,0,-2,0,0,0,0,2
13,none,-1,-1,1,-1,1,-2,-2,-2,-2,15
5,none,-2,-1,-2,-2,0,1,1,-1,1,2
1,popular,-1,0,1,1,0,1,-1,1,0,15
95,lyrics,1,-1,-1,0,-1,-2,0,1,-1,15
74,lyrics,-1,-1,-2,-2,1,-2,0,-1,-1,2
96,popular,0,-1,1,-1,1,1,-1,0,1,15
2,va,2,2,-2,2,0,2,2,2,2,15
16,lyrics,1,1,-2,-1,-1,-2,0,0,1,2
90,va,2,1,-2,2,1,0,1,2,1,15
85,va,2,1,-2,2,0,1,1,2,1,15
52,va,0,-1,-2,-1,-1,-1,1,0,1,2
21,none,2,2,-2,1,2,1,2,1,2,15
94,lyrics,-1,-2,-1,-1,-2,0,0,0,1,2
4,popular,1,2,-2,-2,-1,1,2,-1,1,15
45,none,0,-2,-1,-1,-1,-1,0,1,0,2
82,popular,-1,-2,-2,0,-2,-2,0,0,-2,2
38,lyrics,-1,-2,-1,-2,-2,-2,0,-1,0,2
55,lyrics,1,-1,-2,0,-2,-1,0,1,0,2
90,lyrics,0,-2,-2,1,-2,-2,0,1,1,2
46,lyrics,-1,1,-2,-2,-1,-1,1,0,0,2
60,lyrics,1,-1,-2,-1,-2,-2,1,1,2,2
3,lyrics,0,0,-2,-1,1,-1,1,0,1,2
100,none,1,-2,-2,-1,-2,-2,0,0,0,2
75,popular,1,0,-1,0,-2,-2,0,0,0,2
84,lyrics,1,-1,0,0,-2,-1,0,1,1,2
58,popular,1,0,0,2,-1,0,0,2,0,13
35,lyrics,0,0,-2,2,-2,-2,1,2,0,2
33,lyrics,-1,-2,0,1,-2,-2,1,1,1,2
25,none,0,0,-2,-2,0,-1,0,0,1,2
29,popular,1,0,0,1,-1,0,0,1,1,13
29,va,-1,-1,-2,0,0,-1,0,1,0,2
26,va,1,0,-1,0,-2,-2,1,1,1,2
56,va,1,1,0,1,-1,-1,1,1,1,13
94,va,1,1,-1,-1,-1,1,1,0,1,13
71,va,1,1,1,-1,-1,1,1,-1,2,13
88,none,0,1,-1,-2,-1,0,1,-2,1,13
73,popular,1,2,-1,0,-1,0,1,1,2,13
86,va,0,1,1,-1,-1,0,1,-1,0,13
16,va,1,-1,0,0,-1,0,0,-1,0,13
44,lyrics,1,-1,-1,0,-2,1,1,1,2,2
31,popular,-1,0,-1,-1,-2,0,1,0,1,2
69,popular,-1,-2,-1,-1,-1,-1,-1,0,0,2
11,none,-1,1,-1,-2,-2,-1,-1,0,0,2
20,none,-2,1,0,-2,-2,-1,0,-1,1,2
83,va,0,-1,-2,-2,-1,0,1,0,1,2
76,popular,-1,-1,-2,1,-1,-2,0,1,0,2
47,none,0,-1,-1,-1,-1,1,1,0,1,2
56,popular,0,-2,-1,1,-1,-1,0,1,0,2
96,lyrics,-1,0,-2,1,-1,-1,0,0,1,2
49,lyrics,0,-2,-1,1,-2,-2,1,1,1,2
98,va,-1,-2,-1,1,-2,-2,0,0,0,2
28,popular,-1,-1,-1,-1,-2,-1,-1,0,0,2
18,none,0,-1,0,1,-1,0,0,1,1,2
95,popular,-1,-2,-1,-1,-2,-2,0,0,0,2
12,none,-1,-2,-1,0,-2,-1,1,1,1,2
53,none,-1,-1,-2,-1,0,0,0,1,1,2
23,popular,-1,-1,-2,0,0,-1,0,1,0,2
67,va,-1,-1,-1,0,-1,-2,0,0,-1,2
72,none,0,-1,0,0,-2,-1,0,1,1,2
8,none,0,-2,-2,1,-2,-2,0,1,-1,2
85,none,1,-1,-1,0,-2,-2,0,1,0,2
73,va,1,-1,-2,0,-2,-1,1,1,0,2
50,lyrics,0,-1,0,0,-1,-2,0,1,1,2
17,none,1,-2,-1,0,-2,-2,0,0,-1,2
92,popular,1,-1,-1,-1,-1,-2,0,0,0,2
2,popular,1,0,-2,0,-2,-2,1,1,1,2
40,lyrics,-1,-2,-2,0,-2,-2,0,0,0,2
93,lyrics,0,-1,-1,-1,-2,-1,-1,0,0,2
9,none,0,1,-1,-1,-2,0,1,0,2,2
1,va,-1,-1,0,-1,0,-2,0,0,0,2
87,none,0,-1,-1,-1,-2,0,0,0,0,2
24,none,-1,-1,-2,-2,0,-2,0,0,0,2
21,lyrics,1,0,-2,1,-1,-1,0,0,1,2
41,popular,-1,-2,1,1,-2,-1,0,1,0,2
32,none,1,-2,-1,1,-2,-2,0,1,1,2
100,popular,0,-2,-1,1,-1,-2,0,1,0,2
68,none,1,1,-1,0,-2,1,0,1,1,2
91,lyrics,1,-2,-1,-1,-2,-2,-1,0,0,2
36,lyrics,-1,-2,-1,-2,-2,-2,0,0,0,2
63,va,1,-2,-1,1,-2,-2,0,1,0,2
25,va,-2,-1,-2,-2,-1,-1,0,0,-1,2
5,popular,-1,1,-2,-2,0,0,0,0,1,2
18,popular,1,-1,-1,0,-1,0,0,0,2,2
35,popular,1,-1,-2,1,-2,-2,0,1,0,2
4,none,1,-1,0,0,-2,0,0,1,2,2
14,lyrics,-1,-2,-2,-2,-1,0,0,0,0,16
22,none,0,-2,-1,1,-2,-2,0,1,0,2
39,popular,1,-1,-2,0,-2,1,2,0,2,2
85,popular,0,-2,-1,1,-2,0,0,1,0,2
50,none,0,-1,0,0,-2,-1,0,0,2,2
56,none,1,-2,-1,1,-1,-2,0,1,0,2
99,lyrics,1,-1,-2,0,-2,-2,0,0,0,2
16,popular,0,-1,-1,-2,-2,-1,0,0,0,2
23,none,1,-1,-2,0,-2,0,0,0,0,2
67,none,0,-2,-1,-1,-2,-2,0,0,-1,2
49,va,1,-1,-1,0,-2,-2,1,0,1,2
57,none,1,-1,-2,-1,-2,-2,0,0,-1,2
55,none,0,-2,-2,1,-1,-2,0,1,0,2
88,va,-2,-1,-2,-2,-2,-2,1,-1,0,2
41,none,-1,-2,-1,1,-2,-2,0,0,-1,2
38,va,-2,-2,-1,-2,-2,-2,0,0,0,2
3,popular,0,1,-2,-2,-1,-1,1,0,1,2
45,va,0,-2,-2,0,-1,-1,0,0,1,2
21,popular,0,-1,-2,0,-2,-1,0,0,0,2
10,popular,1,0,-2,0,-1,-2,0,0,0,2
2,none,1,0,-1,0,-2,-2,0,1,1,2
53,va,1,-1,-2,0,-2,-2,0,0,0,2
37,va,1,-1,-2,0,-1,-1,0,1,1,2
19,popular,-1,-2,0,-2,-2,-2,0,0,0,2
28,lyrics,-1,-2,0,-2,-2,-2,0,0,0,2
71,lyrics,0,-1,0,1,-2,-1,0,0,2,2
70,va,-1,-2,-1,-2,-2,0,0,-1,0,2
43,lyrics,1,-1,-1,0,-2,-1,0,0,1,2
72,va,0,-1,-1,0,-2,-1,0,1,1,2
46,none,-1,-2,-1,-1,-1,0,0,0,0,2
9,lyrics,1,0,-1,0,-2,-1,0,0,2,2
80,popular,0,-1,-2,0,-2,-2,0,0,0,2
24,lyrics,-2,-1,-2,-2,-1,-2,0,-1,-2,2
69,none,0,-2,-1,0,-2,-2,0,0,0,2
87,va,0,-1,-1,0,-1,-1,0,0,1,2
20,va,0,0,-1,-2,-2,-2,0,0,0,2
12,lyrics,1,-2,-2,1,-2,-2,0,1,0,2
7,va,-1,-2,-1,1,-2,-2,0,1,0,2
52,popular,1,-2,-1,-1,-1,-2,0,0,1,2
15,none,1,-2,-1,-1,-2,-2,0,0,0,2
61,popular,-1,-2,0,-2,-2,-2,0,-1,0,2
13,popular,1,-2,-1,-2,-2,-2,0,-1,0,2
60,popular,0,-2,-2,1,-2,-2,0,1,1,2
84,none,0,-2,-1,0,-2,-2,0,0,0,2
30,popular,0,-1,-1,0,-1,-2,0,0,0,2
86,popular,1,-2,-1,-1,-2,-2,0,0,-1,2
27,none,-1,0,-1,-2,-1,0,0,0,2,2
8,popular,1,-2,-1,0,-2,-2,0,0,0,2
48,va,0,-1,-2,1,-1,-2,0,1,1,2
29,none,-1,-2,-1,0,-2,-2,0,0,0,2
73,none,0,-1,-2,0,-2,-1,1,0,1,2
95,none,1,-1,-1,0,-2,-2,0,0,0,2
14,lyrics,0,-2,-2,-1,-2,-2,0,0,0,2
90,none,0,-2,-2,0,-2,-2,0,0,-1,2
26,none,1,-1,-1,1,-2,-2,0,1,1,2
11,lyrics,-1,0,-1,-2,-2,0,0,-1,1,2
44,popular,0,-1,-1,1,-2,-1,0,1,1,2
34,none,0,0,-2,0,-2,0,0,0,1,2
77,popular,1,0,0,-1,-2,2,1,0,2,2
58,none,1,-1,-2,0,-2,-2,0,0,0,2
81,lyrics,-1,-1,-1,0,-2,-2,0,0,1,2
82,lyrics,0,-1,-1,0,-2,-2,0,0,-2,2
17,va,1,-2,-1,0,-2,-2,0,0,0,2
66,popular,0,-2,-1,-1,-2,-2,0,0,-1,2
54,lyrics,1,-2,-2,1,-2,-2,0,0,0,2
75,none,0,-2,-1,-1,-1,-2,0,0,-1,2
97,va,1,-1,-1,0,-2,1,0,0,1,2
51,none,0,0,-2,-2,-1,-1,0,0,1,2
79,none,1,-2,-1,1,-2,0,0,0,0,2
6,none,0,-2,-1,-1,-2,-2,0,0,1,2
33,popular,-1,-1,-2,0,-2,-2,0,0,1,16
36,lyrics,-2,-2,1,-2,-2,-2,0,0,0,16
81,lyrics,0,-2,-2,-2,0,-2,0,0,0,16
44,popular,0,1,-2,-2,-2,1,0,0,1,16
87,va,1,-1,2,-2,-1,1,-1,0,1,16
1,lyrics,0,-2,1,1,-2,-2,0,0,1,16
40,va,-2,-2,-2,1,-2,-2,0,0,0,16
31,va,0,0,-1,-1,-2,-1,0,0,1,2
68,none,0,-2,2,0,0,1,-1,0,1,16
64,popular,-1,-2,-1,1,-2,-2,0,0,-1,2
19,popular,0,-2,1,-2,0,-2,0,-1,1,16
92,lyrics,1,-1,-1,1,-2,-2,0,0,0,2
100,popular,-1,1,-2,0,-2,-2,0,0,1,16
62,va,0,-1,-2,0,-2,-2,0,0,0,2
42,popular,0,-1,-1,0,-2,-2,0,0,0,2
6,none,0,-2,1,0,-2,-2,-1,1,1,16
47,va,0,0,-2,-1,-2,-2,0,0,1,2
89,va,1,0,-2,0,-2,-2,1,0,1,2
93,va,0,-2,-1,0,-2,-1,0,0,0,2
83,lyrics,0,-1,-2,-1,-2,-1,0,0,1,2
96,none,0,0,-2,-2,0,-1,0,0,1,2
1,lyrics,0,-1,-1,-1,-2,-1,0,0,0,2
94,popular,0,-2,-1,0,-2,-1,0,0,0,2
59,va,0,-2,-1,0,-2,-1,0,0,1,2
33,popular,1,-2,-2,0,-2,-1,0,1,1,2
78,lyrics,0,-2,-1,0,-2,-2,0,0,0,2
74,popular,-1,0,-2,-2,-1,-1,0,0,0,2
65,popular,0,-2,0,-1,-2,-1,0,0,1,2
32,lyrics,1,-1,-1,0,-2,-2,0,0,0,2
40,va,0,-2,-2,0,-2,-2,0,0,-1,2
76,none,1,-2,-2,0,-2,-1,0,0,0,2
98,none,1,-2,-2,1,-2,-1,0,0,0,2
17,va,-2,-1,-2,1,-2,-2,0,0,0,16
50,none,-1,0,-2,1,-1,1,0,0,1,16
5,popular,-2,1,-2,-2,1,1,0,-1,0,16
58,none,-1,-2,1,-2,-2,-2,0,0,0,16
66,popular,-1,-2,-1,-2,-2,0,0,0,0,16
79,none,-1,1,1,1,-2,-1,0,1,1,16
57,va,1,1,-1,1,1,0,0,1,1,3
31,none,0,1,-1,0,0,1,1,0,1,3
51,popular,0,2,-1,-1,1,1,2,-1,1,3
20,popular,1,1,-1,-1,-1,1,1,-1,1,13
85,va,1,0,-1,2,0,0,0,2,-1,3
84,popular,1,0,-1,1,0,1,0,1,-1,3
15,popular,0,-1,2,0,-1,1,-1,-1,2,3
26,lyrics,1,1,-1,1,-1,-1,1,1,1,3
23,lyrics,1,1,-1,0,1,1,1,1,1,3
95,lyrics,1,-1,1,0,-1,-1,-1,1,0,3
36,va,-2,-1,1,-2,-2,0,-2,-2,1,3
53,popular,2,1,-1,1,1,0,1,0,2,13
4,popular,1,2,-2,1,1,2,2,1,2,3
13,none,-1,-1,1,-1,-1,-1,0,-2,2,3
89,lyrics,1,1,-2,0,0,2,2,1,2,3
91,none,1,0,1,1,-1,0,-1,0,1,3
28,va,1,0,1,1,0,-1,0,1,0,13
31,lyrics,1,1,-1,-1,-1,0,1,-1,1,13
20,lyrics,-1,-1,1,-1,-1,1,0,-2,1,3
74,none,1,1,-1,-1,2,0,1,0,0,3
32,va,1,0,-1,1,-1,-1,0,1,0,13
53,lyrics,1,1,-1,0,1,1,1,1,1,3
57,lyrics,1,0,-1,2,1,-1,0,1,-1,13
62,popular,1,1,-1,1,0,0,0,1,-1,3
77,va,1,2,-1,-1,-1,2,1,0,1,13
27,popular,0,1,0,-2,1,1,1,-1,1,3
69,lyrics,0,1,1,-1,-1,1,0,1,0,13
9,popular,1,1,-2,1,0,1,1,1,1,3
97,popular,2,1,-2,1,1,2,2,1,2,3
30,va,1,0,-1,1,1,-1,0,1,0,13
10,va,1,-1,-1,0,1,0,0,1,0,13
27,va,1,1,-1,-1,-1,1,1,-1,1,13
59,popular,1,1,-1,-1,-1,1,1,-1,1,13
81,popular,1,-1,0,0,1,-2,-1,0,-2,13
8,va,2,0,1,2,0,0,0,1,0,3
1,none,1,0,1,1,0,-1,-1,1,0,13
75,va,-1,-1,1,0,-1,-1,-1,0,-1,13
6,va,1,0,0,1,0,0,-1,1,-1,3
3,va,1,0,0,1,-1,-1,0,1,0,13
10,lyrics,1,1,-1,0,0,1,1,0,1,3
64,none,1,-1,1,1,-1,-2,-1,1,-1,13
51,lyrics,0,1,-1,-1,1,1,1,-1,1,13
78,popular,1,1,-1,-1,-1,-1,1,1,0,13
15,va,1,0,1,-1,0,0,0,-1,1,13
76,va,1,1,-1,1,-1,0,1,1,1,13
43,none,1,1,-1,0,-1,0,1,1,1,13
12,popular,1,-1,1,1,-1,-1,0,1,0,13
22,lyrics,1,0,1,1,-1,0,-1,1,0,13
60,va,1,1,-1,0,-1,-1,1,0,0,13
35,va,1,0,-1,1,-1,-1,0,1,0,13
64,va,1,-1,1,1,0,-1,0,0,1,3
4,lyrics,1,2,-1,-1,-1,1,1,0,2,13
33,va,1,1,-1,1,0,1,1,1,0,3
70,popular,0,0,1,0,0,1,0,0,1,3
54,popular,1,0,1,1,-1,0,0,1,1,13
41,va,1,0,-1,2,0,0,0,1,0,3
59,lyrics,1,1,-1,-1,0,2,1,-1,1,3
9,va,1,2,-1,0,-1,1,2,0,1,13
96,popular,0,1,-1,-1,1,1,2,-1,1,3
67,lyrics,1,-1,-1,1,0,-1,-1,1,-1,13
69,va,1,0,-1,1,0,1,0,1,1,3
2,lyrics,1,1,-1,1,-1,-1,1,1,2,13
83,none,1,2,-1,-1,-1,1,2,-1,1,13
39,lyrics,1,2,-1,-1,-1,1,2,-1,1,13
98,lyrics,1,1,-1,1,-1,1,1,1,1,13
63,lyrics,1,1,-1,0,-1,0,1,1,2,13
81,va,1,-1,0,1,-1,-1,-1,1,-1,13
67,popular,1,-1,-1,1,-1,-1,-1,1,-1,13
95,lyrics,1,0,1,1,-1,-1,0,1,0,13
18,va,1,2,-1,2,0,-1,1,1,2,13
63,none,1,1,0,1,-1,0,1,1,1,13
51,popular,1,1,-1,-1,0,1,1,-1,1,13
32,popular,1,1,-1,1,0,-1,0,1,0,13
17,popular,1,0,0,1,-1,-1,0,1,0,13
77,none,1,1,-1,0,1,1,1,0,1,3
91,none,1,1,-1,-1,-1,0,1,-1,0,13
88,popular,0,1,-1,-1,-1,-1,1,-1,1,13
86,none,-2,0,1,0,1,1,0,-2,1,3
90,va,1,0,-1,1,0,-1,0,1,0,13
16,none,1,1,-1,0,2,2,1,0,1,3
65,va,0,1,1,-1,-1,0,1,-1,1,13
49,none,1,1,-1,1,-1,0,1,1,1,3
5,va,0,1,-1,-2,0,2,1,-1,1,13
90,va,1,0,0,1,1,1,0,1,1,3
21,none,1,1,-1,0,-1,1,1,1,1,13
75,lyrics,1,0,-1,1,-1,0,0,1,0,13
28,none,1,0,0,1,0,0,0,1,1,3
53,lyrics,1,1,-1,1,1,-1,1,1,0,13
99,none,1,1,0,1,0,0,1,1,-1,3
78,none,1,1,-1,0,-1,-1,1,1,0,13
24,popular,1,1,-1,0,1,0,1,-1,1,3
18,va,1,0,0,1,0,1,0,1,1,3
94,none,1,1,-1,1,0,1,0,1,1,3
44,none,1,1,-1,1,1,1,1,1,1,3
40,none,1,0,0,1,0,0,-1,1,-1,3
83,popular,1,1,-1,0,1,1,1,0,1,3
17,popular,1,0,1,1,0,0,-1,1,0,3
88,popular,0,1,1,-1,1,0,1,-2,2,3
13,none,0,1,-1,-1,0,-1,1,-1,0,13
16,none,1,1,-1,-1,-1,0,1,-1,1,13
9,popular,1,2,-1,-1,-1,1,2,-1,1,13
39,va,1,2,-1,0,-1,0,2,0,2,13
98,popular,1,1,-1,1,-1,0,1,1,1,13
60,none,2,1,-2,2,0,0,0,1,1,3
82,va,2,0,1,2,0,0,-1,1,2,3
21,none,1,1,-1,0,1,1,1,0,1,3
1,popular,1,0,0,0,0,0,0,1,0,3
93,none,0,0,0,1,0,1,0,1,1,3
75,lyrics,1,0,0,0,1,0,0,0,1,3
92,none,2,0,0,1,2,1,0,1,1,3
